product_id,product_name,category,brand,unit_price,supplier_id,warehouse_id,safety_stock,reorder_point
PROD00072,Prime Office Supplies Item 72,Office Supplies,Zenith,309.88,SUP018,WH008,425,608
PROD00073,Fresh Automotive Item 73,Automotive,Zenith,164.54,SUP008,WH002,472,709
PROD00074,Metro Health Item 74,Health,Metro,287.08,SUP013,WH006,174,416
PROD00075,Metro Electronics Item 75,Electronics,Prime,246.34,SUP012,WH005,485,618
PROD00076,Zenith Beauty Item 76,Beauty,Zenith,280.12,SUP017,WH004,500,702
PROD00077,Urban Home Goods Item 77,Home Goods,Metro,279.81,SUP008,WH008,418,572
PROD00078,Metro Automotive Item 78,Automotive,Nova,150.65,SUP013,WH004,455,509
PROD00079,Core Health Item 79,Health,Core,215.62,SUP018,WH006,292,483
PROD00080,Metro Beauty Item 80,Beauty,Zenith,119.12,SUP007,WH006,188,316
PROD00081,Prime Home Goods Item 81,Home Goods,Metro,141.87,SUP019,WH005,148,253
PROD00082,Urban Home Goods Item 82,Home Goods,Core,93.82,SUP001,WH003,201,309
PROD00083,Apex Health Item 83,Health,Zenith,350.22,SUP005,WH008,77,268
PROD00084,Apex Home Goods Item 84,Home Goods,Metro,241.96,SUP011,WH003,343,465
PROD00085,Zenith Electronics Item 85,Electronics,Nova,411.95,SUP013,WH008,491,663
PROD00086,Apex Home Goods Item 86,Home Goods,Zenith,47.16,SUP008,WH002,127,215
PROD00087,Urban Office Supplies Item 87,Office Supplies,Fresh,228.0,SUP015,WH005,447,630
PROD00088,Zenith Office Supplies Item 88,Office Supplies,Apex,306.77,SUP004,WH004,341,549
PROD00089,Zenith Grocery Item 89,Grocery,Prime,123.73,SUP018,WH002,388,458
PROD00090,Apex Apparel Item 90,Apparel,Metro,149.17,SUP008,WH005,259,424
PROD00091,Metro Health Item 91,Health,Urban,462.34,SUP019,WH004,86,311
PROD00092,Nova Office Supplies Item 92,Office Supplies,Prime,454.66,SUP005,WH002,328,435
PROD00093,Prime Electronics Item 93,Electronics,Zenith,222.38,SUP015,WH005,455,583
PROD00094,Zenith Office Supplies Item 94,Office Supplies,Metro,221.69,SUP020,WH001,306,494
PROD00095,Core Office Supplies Item 95,Office Supplies,Apex,50.21,SUP019,WH001,359,473
PROD00096,Apex Health Item 96,Health,Prime,237.9,SUP015,WH005,440,683
PROD00097,Fresh Apparel Item 97,Apparel,Metro,484.68,SUP016,WH006,375,633
PROD00098,Core Office Supplies Item 98,Office Supplies,Nova,429.58,SUP011,WH007,214,435
PROD00099,Zenith Automotive Item 99,Automotive,Fresh,407.72,SUP018,WH001,389,680
PROD00100,Nova Automotive Item 100,Automotive,Core,62.38,SUP013,WH001,211,325
PROD00101,Fresh Automotive Item 101,Automotive,Core,313.2,SUP016,WH008,77,175
PROD00102,Urban Electronics Item 102,Electronics,Prime,464.2,SUP015,WH008,186,376
PROD00103,Apex Home Goods Item 103,Home Goods,Urban,356.34,SUP010,WH001,372,577
PROD00104,Nova Office Supplies Item 104,Office Supplies,Nova,233.42,SUP004,WH003,165,430
PROD00105,Zenith Automotive Item 105,Automotive,Zenith,210.67,SUP016,WH008,310,540
PROD00106,Metro Grocery Item 106,Grocery,Fresh,99.35,SUP020,WH003,332,419
PROD00107,Zenith Home Goods Item 107,Home Goods,Fresh,173.24,SUP017,WH005,445,697
PROD00108,Zenith Electronics Item 108,Electronics,Metro,433.3,SUP015,WH008,421,547
PROD00109,Core Beauty Item 109,Beauty,Fresh,230.4,SUP011,WH004,332,577
PROD00110,Fresh Grocery Item 110,Grocery,Fresh,26.61,SUP016,WH007,169,438
PROD00111,Prime Office Supplies Item 111,Office Supplies,Apex,67.49,SUP019,WH006,303,599
PROD00112,Metro Home Goods Item 112,Home Goods,Metro,12.6,SUP005,WH007,101,285
PROD00113,Nova Apparel Item 113,Apparel,Zenith,172.59,SUP013,WH002,290,540
PROD00114,Fresh Beauty Item 114,Beauty,Metro,436.83,SUP002,WH002,212,422
PROD00115,Zenith Grocery Item 115,Grocery,Nova,219.82,SUP004,WH002,166,407
PROD00116,Prime Automotive Item 116,Automotive,Apex,27.77,SUP002,WH005,405,531
PROD00117,Core Beauty Item 117,Beauty,Urban,267.93,SUP019,WH003,270,357
PROD00118,Prime Apparel Item 118,Apparel,Fresh,311.76,SUP008,WH008,90,296
PROD00119,Urban Apparel Item 119,Apparel,Zenith,232.49,SUP001,WH008,286,499
PROD00120,Prime Health Item 120,Health,Core,493.89,SUP010,WH007,87,250
PROD00121,Metro Health Item 121,Health,Urban,499.69,SUP016,WH002,482,609
PROD00122,Fresh Grocery Item 122,Grocery,Zenith,496.38,SUP010,WH001,342,483
PROD00123,Zenith Office Supplies Item 123,Office Supplies,Apex,455.76,SUP016,WH005,54,248
PROD00124,Core Grocery Item 124,Grocery,Urban,312.34,SUP005,WH002,162,374
PROD00125,Zenith Electronics Item 125,Electronics,Apex,291.89,SUP005,WH002,453,615
PROD00126,Core Health Item 126,Health,Prime,104.39,SUP018,WH006,432,588
PROD00127,Prime Health Item 127,Health,Metro,483.86,SUP010,WH006,181,464
PROD00128,Metro Home Goods Item 128,Home Goods,Urban,430.77,SUP013,WH006,88,174
PROD00129,Fresh Home Goods Item 129,Home Goods,Nova,230.12,SUP009,WH007,57,174
PROD00130,Nova Beauty Item 130,Beauty,Metro,17.39,SUP018,WH006,395,504
PROD00131,Nova Grocery Item 131,Grocery,Metro,455.15,SUP010,WH007,375,635
PROD00132,Prime Home Goods Item 132,Home Goods,Apex,155.66,SUP016,WH002,73,365
PROD00133,Urban Home Goods Item 133,Home Goods,Fresh,229.55,SUP018,WH007,325,409
PROD00134,Fresh Apparel Item 134,Apparel,Metro,309.75,SUP009,WH001,385,460
PROD00135,Urban Beauty Item 135,Beauty,Urban,428.45,SUP004,WH006,277,440
PROD00136,Apex Beauty Item 136,Beauty,Urban,484.26,SUP015,WH002,253,373
PROD00137,Apex Grocery Item 137,Grocery,Core,125.57,SUP005,WH004,75,326
PROD00138,Urban Home Goods Item 138,Home Goods,Urban,167.64,SUP005,WH001,350,455
PROD00139,Prime Health Item 139,Health,Zenith,400.26,SUP004,WH001,116,304
PROD00140,Apex Apparel Item 140,Apparel,Urban,296.48,SUP001,WH003,233,485
PROD00141,Apex Health Item 141,Health,Fresh,265.41,SUP003,WH008,114,353
PROD00142,Core Automotive Item 142,Automotive,Nova,228.74,SUP008,WH001,312,513
PROD00143,Metro Health Item 143,Health,Apex,35.11,SUP016,WH007,379,675
PROD00144,Nova Office Supplies Item 144,Office Supplies,Metro,41.38,SUP003,WH006,301,533
PROD00145,Nova Apparel Item 145,Apparel,Core,193.55,SUP020,WH005,114,234
PROD00146,Fresh Automotive Item 146,Automotive,Nova,427.13,SUP018,WH004,100,353
PROD00147,Metro Office Supplies Item 147,Office Supplies,Core,414.57,SUP013,WH007,166,321
PROD00148,Core Home Goods Item 148,Home Goods,Zenith,190.28,SUP005,WH008,268,398
PROD00149,Nova Home Goods Item 149,Home Goods,Nova,218.78,SUP012,WH003,475,546
PROD00150,Core Electronics Item 150,Electronics,Fresh,180.03,SUP014,WH001,393,474
PROD00151,Zenith Health Item 151,Health,Urban,81.59,SUP016,WH004,230,306
PROD00152,Core Home Goods Item 152,Home Goods,Core,61.87,SUP009,WH004,482,674
PROD00153,Apex Office Supplies Item 153,Office Supplies,Zenith,19.33,SUP009,WH005,361,648
PROD00154,Core Beauty Item 154,Beauty,Prime,285.33,SUP013,WH002,53,149
PROD00155,Apex Apparel Item 155,Apparel,Urban,191.22,SUP015,WH006,96,337
PROD00156,Core Apparel Item 156,Apparel,Core,389.53,SUP019,WH002,209,443
PROD00157,Prime Electronics Item 157,Electronics,Apex,338.61,SUP009,WH008,130,373
PROD00158,Metro Office Supplies Item 158,Office Supplies,Fresh,140.22,SUP017,WH002,360,523
PROD00159,Fresh Beauty Item 159,Beauty,Metro,265.83,SUP010,WH001,106,228
PROD00160,Fresh Grocery Item 160,Grocery,Apex,106.19,SUP007,WH003,356,420
PROD00161,Zenith Health Item 161,Health,Apex,251.21,SUP014,WH003,217,297
PROD00162,Fresh Apparel Item 162,Apparel,Urban,252.63,SUP012,WH002,322,552
PROD00163,Apex Office Supplies Item 163,Office Supplies,Metro,460.98,SUP011,WH007,273,327
PROD00164,Fresh Office Supplies Item 164,Office Supplies,Fresh,15.32,SUP011,WH003,198,277
PROD00165,Core Automotive Item 165,Automotive,Nova,125.44,SUP019,WH007,95,256
PROD00166,Fresh Home Goods Item 166,Home Goods,Core,114.68,SUP006,WH002,495,624
PROD00167,Urban Home Goods Item 167,Home Goods,Core,365.05,SUP005,WH004,447,586
PROD00168,Prime Home Goods Item 168,Home Goods,Prime,303.19,SUP003,WH003,181,281
PROD00169,Metro Automotive Item 169,Automotive,Metro,342.16,SUP019,WH006,436,630
PROD00170,Prime Beauty Item 170,Beauty,Metro,223.89,SUP010,WH005,275,342
PROD00171,Core Electronics Item 171,Electronics,Zenith,233.56,SUP002,WH001,309,377
PROD00172,Zenith Beauty Item 172,Beauty,Nova,309.43,SUP017,WH007,89,304
PROD00173,Apex Automotive Item 173,Automotive,Urban,164.16,SUP016,WH003,280,562
PROD00174,Metro Electronics Item 174,Electronics,Core,491.28,SUP003,WH003,102,359
PROD00175,Urban Electronics Item 175,Electronics,Metro,264.41,SUP020,WH003,412,574
PROD00176,Core Beauty Item 176,Beauty,Fresh,388.36,SUP020,WH001,194,343
PROD00177,Nova Beauty Item 177,Beauty,Fresh,145.65,SUP020,WH003,218,292
PROD00178,Nova Beauty Item 178,Beauty,Prime,458.79,SUP010,WH007,348,567
PROD00179,Nova Apparel Item 179,Apparel,Fresh,323.53,SUP011,WH003,208,401
PROD00180,Fresh Home Goods Item 180,Home Goods,Apex,184.49,SUP006,WH004,310,452
PROD00181,Metro Beauty Item 181,Beauty,Prime,81.7,SUP010,WH002,148,255
PROD00182,Core Electronics Item 182,Electronics,Prime,300.64,SUP005,WH003,498,744
PROD00183,Prime Apparel Item 183,Apparel,Apex,208.38,SUP008,WH008,419,581
PROD00184,Metro Health Item 184,Health,Urban,158.19,SUP016,WH004,169,355
PROD00185,Metro Beauty Item 185,Beauty,Zenith,390.17,SUP017,WH007,286,532
PROD00186,Urban Apparel Item 186,Apparel,Prime,437.14,SUP002,WH008,460,664
PROD00187,Nova Beauty Item 187,Beauty,Nova,146.11,SUP006,WH005,414,680
PROD00188,Prime Automotive Item 188,Automotive,Nova,473.47,SUP008,WH008,475,636
PROD00189,Apex Beauty Item 189,Beauty,Fresh,253.49,SUP008,WH007,262,325
PROD00190,Core Home Goods Item 190,Home Goods,Core,465.76,SUP011,WH003,164,221
PROD00191,Apex Apparel Item 191,Apparel,Metro,349.56,SUP005,WH008,196,480
PROD00192,Apex Automotive Item 192,Automotive,Zenith,111.75,SUP005,WH007,90,144
PROD00193,Zenith Home Goods Item 193,Home Goods,Nova,28.64,SUP014,WH008,171,298
PROD00194,Nova Home Goods Item 194,Home Goods,Metro,300.39,SUP001,WH004,478,759
PROD00195,Zenith Apparel Item 195,Apparel,Core,124.08,SUP014,WH003,269,319
PROD00196,Core Home Goods Item 196,Home Goods,Apex,198.27,SUP016,WH001,84,378
PROD00197,Core Office Supplies Item 197,Office Supplies,Apex,181.76,SUP003,WH006,179,420
PROD00198,Nova Grocery Item 198,Grocery,Core,71.04,SUP012,WH006,445,643
PROD00199,Metro Apparel Item 199,Apparel,Prime,406.69,SUP003,WH008,406,578
PROD00200,Zenith Electronics Item 200,Electronics,Urban,443.47,SUP011,WH005,153,214
PROD00201,Metro Office Supplies Item 201,Office Supplies,Urban,146.62,SUP002,WH006,179,238
PROD00202,Nova Health Item 202,Health,Fresh,445.3,SUP015,WH007,459,603
PROD00203,Prime Beauty Item 203,Beauty,Metro,186.84,SUP017,WH005,304,531
PROD00204,Fresh Home Goods Item 204,Home Goods,Prime,275.01,SUP011,WH002,90,250
PROD00205,Core Home Goods Item 205,Home Goods,Zenith,225.73,SUP014,WH003,388,513
PROD00206,Core Automotive Item 206,Automotive,Core,309.35,SUP014,WH005,278,338
PROD00207,Nova Electronics Item 207,Electronics,Fresh,184.84,SUP006,WH001,393,606
PROD00208,Metro Apparel Item 208,Apparel,Nova,121.82,SUP012,WH006,67,149
PROD00209,Apex Office Supplies Item 209,Office Supplies,Metro,474.67,SUP012,WH008,359,448
PROD00210,Prime Home Goods Item 210,Home Goods,Fresh,160.62,SUP009,WH004,321,464
PROD00211,Apex Home Goods Item 211,Home Goods,Metro,261.28,SUP018,WH002,426,523
PROD00212,Zenith Health Item 212,Health,Urban,498.2,SUP010,WH008,410,574
PROD00213,Nova Grocery Item 213,Grocery,Nova,228.76,SUP015,WH002,119,387
PROD00214,Core Beauty Item 214,Beauty,Zenith,446.21,SUP006,WH003,413,479
PROD00215,Urban Beauty Item 215,Beauty,Prime,122.18,SUP016,WH001,112,213
PROD00216,Core Beauty Item 216,Beauty,Prime,307.91,SUP003,WH002,289,544
PROD00217,Fresh Health Item 217,Health,Metro,265.22,SUP014,WH002,417,651
PROD00218,Core Apparel Item 218,Apparel,Metro,235.59,SUP017,WH006,378,446
PROD00219,Prime Apparel Item 219,Apparel,Prime,219.15,SUP002,WH002,443,740
PROD00220,Zenith Apparel Item 220,Apparel,Core,467.7,SUP008,WH006,134,225
PROD00221,Nova Health Item 221,Health,Zenith,66.96,SUP010,WH002,178,278
PROD00222,Prime Apparel Item 222,Apparel,Core,422.05,SUP019,WH001,137,355
PROD00223,Nova Electronics Item 223,Electronics,Zenith,327.31,SUP019,WH007,73,365
PROD00224,Metro Electronics Item 224,Electronics,Zenith,322.74,SUP010,WH008,371,560
PROD00225,Fresh Grocery Item 225,Grocery,Nova,345.86,SUP006,WH008,202,368
PROD00226,Metro Office Supplies Item 226,Office Supplies,Core,305.3,SUP011,WH006,287,389
PROD00227,Fresh Beauty Item 227,Beauty,Core,259.92,SUP004,WH006,116,360
PROD00228,Metro Grocery Item 228,Grocery,Metro,127.72,SUP004,WH001,112,230
PROD00229,Fresh Health Item 229,Health,Fresh,127.89,SUP006,WH006,492,699
PROD00230,Urban Beauty Item 230,Beauty,Metro,498.0,SUP015,WH008,440,530
PROD00231,Metro Health Item 231,Health,Fresh,255.2,SUP008,WH004,61,134
PROD00232,Apex Beauty Item 232,Beauty,Metro,300.77,SUP016,WH005,75,197
PROD00233,Nova Electronics Item 233,Electronics,Zenith,365.12,SUP013,WH006,270,354
PROD00234,Fresh Electronics Item 234,Electronics,Urban,184.45,SUP010,WH002,76,271
PROD00235,Metro Office Supplies Item 235,Office Supplies,Zenith,413.53,SUP020,WH002,441,631
PROD00236,Nova Apparel Item 236,Apparel,Core,281.13,SUP012,WH003,251,396
PROD00237,Fresh Grocery Item 237,Grocery,Apex,24.26,SUP011,WH008,306,366
PROD00238,Prime Automotive Item 238,Automotive,Prime,167.34,SUP020,WH006,360,638
PROD00239,Fresh Apparel Item 239,Apparel,Zenith,298.89,SUP017,WH008,365,604
PROD00240,Metro Health Item 240,Health,Core,168.96,SUP004,WH007,467,521
PROD00241,Apex Health Item 241,Health,Zenith,483.7,SUP019,WH004,355,526
PROD00242,Metro Electronics Item 242,Electronics,Fresh,78.15,SUP008,WH001,137,321
PROD00243,Urban Home Goods Item 243,Home Goods,Core,212.3,SUP014,WH004,59,221
PROD00244,Metro Office Supplies Item 244,Office Supplies,Apex,354.36,SUP017,WH004,496,763
PROD00245,Metro Beauty Item 245,Beauty,Core,478.56,SUP015,WH006,319,465
PROD00246,Zenith Beauty Item 246,Beauty,Urban,478.88,SUP009,WH005,362,535
PROD00247,Zenith Grocery Item 247,Grocery,Urban,346.67,SUP016,WH006,444,567
PROD00248,Core Automotive Item 248,Automotive,Zenith,147.46,SUP019,WH007,336,625
PROD00249,Core Office Supplies Item 249,Office Supplies,Prime,148.77,SUP010,WH002,445,700
PROD00250,Metro Beauty Item 250,Beauty,Metro,110.92,SUP018,WH005,385,500
PROD00251,Prime Health Item 251,Health,Urban,125.02,SUP017,WH004,105,312
PROD00252,Apex Grocery Item 252,Grocery,Core,360.09,SUP004,WH003,101,256
PROD00253,Prime Electronics Item 253,Electronics,Metro,241.34,SUP007,WH005,258,475
PROD00254,Zenith Beauty Item 254,Beauty,Nova,327.89,SUP008,WH001,380,445
PROD00255,Fresh Apparel Item 255,Apparel,Apex,498.6,SUP013,WH008,478,573
PROD00256,Zenith Apparel Item 256,Apparel,Apex,152.7,SUP020,WH002,498,557
PROD00257,Zenith Beauty Item 257,Beauty,Metro,445.18,SUP005,WH008,282,496
PROD00258,Urban Health Item 258,Health,Core,85.43,SUP015,WH005,464,542
PROD00259,Apex Apparel Item 259,Apparel,Zenith,286.05,SUP007,WH003,427,563
PROD00260,Fresh Office Supplies Item 260,Office Supplies,Nova,203.41,SUP004,WH003,313,446
PROD00261,Metro Apparel Item 261,Apparel,Urban,8.38,SUP013,WH004,215,504
PROD00262,Zenith Automotive Item 262,Automotive,Apex,134.47,SUP012,WH004,218,345
PROD00263,Nova Electronics Item 263,Electronics,Prime,205.68,SUP017,WH005,288,416
PROD00264,Zenith Home Goods Item 264,Home Goods,Urban,113.47,SUP005,WH008,238,445
PROD00265,Metro Apparel Item 265,Apparel,Core,210.84,SUP018,WH008,432,637
PROD00266,Urban Grocery Item 266,Grocery,Nova,265.13,SUP017,WH006,398,641
PROD00267,Nova Home Goods Item 267,Home Goods,Urban,288.49,SUP005,WH003,81,343
PROD00268,Metro Beauty Item 268,Beauty,Urban,359.87,SUP016,WH002,109,333
PROD00269,Apex Automotive Item 269,Automotive,Fresh,231.12,SUP002,WH008,282,365
PROD00270,Apex Health Item 270,Health,Apex,374.17,SUP019,WH002,252,367
PROD00271,Fresh Electronics Item 271,Electronics,Nova,272.88,SUP002,WH002,226,455
PROD00272,Apex Automotive Item 272,Automotive,Prime,385.64,SUP014,WH006,196,350
PROD00273,Metro Office Supplies Item 273,Office Supplies,Fresh,190.94,SUP018,WH003,495,779
PROD00274,Nova Beauty Item 274,Beauty,Fresh,266.78,SUP008,WH001,141,328
PROD00275,Zenith Electronics Item 275,Electronics,Fresh,268.31,SUP008,WH004,287,509
PROD00276,Core Automotive Item 276,Automotive,Urban,469.02,SUP004,WH001,129,249
PROD00277,Apex Office Supplies Item 277,Office Supplies,Nova,54.94,SUP002,WH008,173,275
PROD00278,Urban Electronics Item 278,Electronics,Fresh,222.29,SUP018,WH004,429,490
PROD00279,Prime Electronics Item 279,Electronics,Urban,408.81,SUP019,WH006,307,431
PROD00280,Urban Beauty Item 280,Beauty,Prime,492.92,SUP017,WH004,204,478
PROD00281,Zenith Office Supplies Item 281,Office Supplies,Prime,314.87,SUP014,WH008,190,255
PROD00282,Core Electronics Item 282,Electronics,Fresh,393.97,SUP011,WH007,379,600
PROD00283,Prime Office Supplies Item 283,Office Supplies,Prime,378.44,SUP016,WH004,203,349
PROD00284,Zenith Grocery Item 284,Grocery,Prime,403.86,SUP002,WH007,489,720
PROD00285,Prime Office Supplies Item 285,Office Supplies,Zenith,105.65,SUP003,WH008,248,360
PROD00286,Nova Beauty Item 286,Beauty,Urban,30.51,SUP013,WH001,324,559
PROD00287,Urban Home Goods Item 287,Home Goods,Urban,242.3,SUP011,WH005,461,705
PROD00288,Urban Electronics Item 288,Electronics,Nova,374.71,SUP016,WH004,147,443
PROD00289,Fresh Grocery Item 289,Grocery,Core,388.88,SUP013,WH008,172,363
PROD00290,Zenith Beauty Item 290,Beauty,Metro,235.67,SUP016,WH006,183,325
PROD00291,Core Grocery Item 291,Grocery,Apex,283.45,SUP008,WH003,210,365
PROD00292,Zenith Electronics Item 292,Electronics,Fresh,151.12,SUP007,WH006,333,622
PROD00293,Fresh Grocery Item 293,Grocery,Urban,252.15,SUP011,WH005,341,604
PROD00294,Metro Automotive Item 294,Automotive,Core,88.79,SUP018,WH008,285,378
PROD00295,Apex Apparel Item 295,Apparel,Nova,472.87,SUP002,WH001,318,376
PROD00296,Prime Office Supplies Item 296,Office Supplies,Urban,38.64,SUP005,WH001,481,692
PROD00297,Metro Grocery Item 297,Grocery,Metro,331.35,SUP001,WH001,241,306
PROD00298,Apex Office Supplies Item 298,Office Supplies,Zenith,270.19,SUP010,WH001,58,243
PROD00299,Prime Office Supplies Item 299,Office Supplies,Nova,264.57,SUP008,WH004,104,389
PROD00300,Core Health Item 300,Health,Fresh,44.11,SUP013,WH008,186,439
PROD00301,Urban Grocery Item 301,Grocery,Nova,328.6,SUP002,WH002,203,428
PROD00302,Fresh Office Supplies Item 302,Office Supplies,Metro,32.78,SUP001,WH003,243,434
PROD00303,Metro Home Goods Item 303,Home Goods,Core,285.1,SUP004,WH001,482,643
PROD00304,Urban Grocery Item 304,Grocery,Metro,139.19,SUP003,WH005,494,721
PROD00305,Prime Electronics Item 305,Electronics,Apex,480.93,SUP019,WH003,485,615
PROD00306,Nova Office Supplies Item 306,Office Supplies,Urban,285.51,SUP013,WH006,203,294
PROD00307,Prime Office Supplies Item 307,Office Supplies,Nova,252.89,SUP012,WH001,454,680
PROD00308,Fresh Home Goods Item 308,Home Goods,Nova,173.59,SUP020,WH007,168,432
PROD00309,Apex Beauty Item 309,Beauty,Metro,247.85,SUP012,WH007,374,493
PROD00310,Prime Office Supplies Item 310,Office Supplies,Fresh,47.42,SUP020,WH005,398,597
PROD00311,Nova Grocery Item 311,Grocery,Prime,193.1,SUP005,WH007,92,210
